,negatif,neutre,positif,verbatim
373,1,0.0,0.0,Je n ai pas eu de reponse a mon probleme. 
374,0,0.0,1.0,Super
375,1,0.0,0.0,"aucune reponse de l equipe, mepris total du client "
376,0,0.0,1.0,"Merci pour tout, les documents manquants seront rerexpedies par vos soins."
377,0,0.0,1.0,La conseillere a fait preuve d initiative en allant au dela des procedures habituelles. J ai beneficie d une vraie assistance et de qualite de surcroit.
378,0,1.0,0.0,fin de conversation un peu rapide. Je n ai pas eu le temps de voir la reponse a ma derniere question.
379,0,1.0,0.0,"Je ne suis pas satisfaite car ma mutuelle d entreprise etant deduite de mon salaire, a 20? pres je ne peux pas ouvrir de compte alors que je gagne bien plus que 1000?"
380,1,0.0,0.0,"Aucune reponse par chatterie

"
381,0,1.0,0.0,"Delai d attente, "
382,0,0.0,1.0,Ras Reponses obtenues
383,0,1.0,0.0,reponse rapide du chat conseiller mais pas d infos sur le delai de finalisation.
384,0,0.0,1.0,rapide et efficace
385,0,1.0,0.0,Plus rapide que d appeler au telephone. En plus le fait que ce soit ecrit permet les copie / colle donc pratique.
386,1,0.0,0.0,Relance a une question restee sans reponse 11 mn plus tard. Deconnecte
387,0,0.0,1.0,Reponse claire et directe
388,0,0.0,1.0,Tres satisfait de la precision des reponses
389,1,0.0,0.0,j ai pose une question et n ai meme pas eu le temps de lire la reponse que la CHAT s est termine
390,0,0.0,1.0,bonne creativite de la conseillere
391,0,1.0,0.0,"Je dois etre rappele, j attends ..."
392,1,0.0,0.0,Je n ai pas eu le temps de lire la reponse du conseiller!!!
393,0,1.0,0.0,La reponse apportee est une alternative a mon probleme mais n explique pas le bug de la non prise en compte de mon ouverture de compte (dossier 11388530254)
394,0,1.0,0.0,Merci pour ce temps accorde. Cela a repondu a la quasi totalite de ma demande
395,1,0.0,0.0,le conseiller ne m a jamais repondu...
396,0,0.0,1.0,prise en compte et resolution du probleme tres rapide
397,0,0.0,1.0,Reponse adequate
398,0,1.0,0.0,Les reponses obtenues correspondent au besoin que j avais.
399,1,0.0,0.0,"j ai demande un chat, attendu 5 minutes, et je n ai eu personne en ligne"
400,0,0.0,1.0,Tres a l ecoute et propose des solutions 
401,0,0.0,1.0,Merci gilles ! 
402,1,0.0,0.0,Je n ai jamais eu de reponse et ai ete coupe!
403,0,0.0,1.0,tres tres bien
404,0,1.0,0.0,la reponse s est effacee trop vite
405,1,0.0,0.0,"l ouverture prends trop de temps, jamais de reponse precise a mes demandes, ca commence a faire beaucoup"
406,1,0.0,0.0,Pas eu de reponse du conseiller
407,0,1.0,0.0,"pas de reponse clair apportee, ni de solution proposee, chat inutile"
408,0,0.0,1.0,simple et comprehensible
409,0,0.0,1.0,Clair et rapide
410,0,1.0,0.0,moyen
411,1,0.0,0.0,j aimerai quelon me reponde et quon ne coupe pas la conversation 
412,1,0.0,0.0,c est du n importe quoi 
413,0,0.0,1.0,Convivial et humain !
414,0,0.0,1.0,Merci Sabrina ! 
415,1,0.0,0.0,"Multiples demandes et chat interrompu de facon intempestive
"
416,1,0.0,0.0,"aucune reponse productives
"
417,0,1.0,0.0,continuez ainsi c est parfait !
418,0,0.0,1.0,"J ai enfin obtenu une reponse d une conseillere logique, comprehensive et competente....apres une semaine a me debattre avec les mails, les conseillers et des infos differentes a chaque fois."
419,0,0.0,1.0,"J ai essaye les appels, les mails mais c est le chat qui a repondu a mes attentes."
420,1,0.0,0.0,"on ne reponds pas a ma demande qui est URGENT
"
421,1,0.0,0.0,la chat s est arrete avant d avoir eu une reponse
422,1,0.0,0.0,Not satisfied! A shame that you are not allowed to open an account if you dont speak french. 
423,0,0.0,1.0,Cela permet d avoir des reponses direct et avec des personne physique. Sa nous facilite 
424,1,0.0,0.0,je n ai eu aucune rreponse!!!!!
425,0,1.0,0.0,"le probleme est en cours de traitement et transmis au service succession, donc a voir lors du resultat.
Neanmoins, la conseillere a ete tres cordiale, rapide et efficace."
426,0,1.0,0.0,"Reponse au tchat un peu longue, mais le conseiller etait aimable et a tente de repondre a mes questions"
427,0,0.0,1.0,Exellent super conseiller ! 
428,0,0.0,1.0,Rapidite de reponse
429,1,0.0,0.0,"lisez la chat que j ai laisser pour comprendre. Votre  Chat Conseiller , de son cote a ferme la chat sans salutations..."
430,0,1.0,0.0,Informations claires
431,0,0.0,1.0,j ai obtenu les reponses a mes questions directements en moins de 10 minutes
432,1,0.0,0.0,Echange inutile
433,1,0.0,0.0,manque de reactivite et reponses pas claires
434,0,1.0,0.0,conseille tres aimable : prise en charge rapide
435,1,0.0,0.0,j ai pas eu de reponse et l attente est super longue
436,0,0.0,1.0,J ai eu rapidement la reponse a ma question
437,1,0.0,0.0,Je n ai pas obtenu de reponse
438,0,1.0,0.0,"Les reponses du conseiller sont floues, peu rassurantes et mal aimable"
439,0,1.0,0.0,personne agreable et serviable. 
440,0,0.0,1.0,"Bonsoir, j ai eu les reponses aux questions posees."
441,1,0.0,0.0,"Je n ai pas vraiment eu de reponse a ma demande, de plus c est la 4eme fois en une semaine que je contact un conseiller pour l ouverture de mon compte qui n est a ce jour toujours pas effective !"
442,0,1.0,0.0,merci
443,0,0.0,1.0,Merci beaucoup Johan 
444,1,0.0,0.0,je n ai pas eu de reponse a ma question
445,0,1.0,0.0,rapidite par rapport a la mesagerie securisee
446,0,1.0,0.0,"Dommage que le chat se deconnecte aussi rapidement... il arrive qu on fasse plusieurs choses a la fois et a cause de cette deconnexion, je n ai pas pu voir la reponse a ma question!Je vais donc etre oblige de faire une 3eme demande.. pas vraiment pratique"
447,0,1.0,0.0,"l echange s est termine sans que je l ai decide, avant que je puisse poser ma derniere question"
448,0,0.0,1.0,Conseille reactif et efficace
449,1,0.0,0.0,"10 jours pour un transfert de compte, ce n est pas admissible."
450,1,0.0,0.0,la conversation s est terminee toute seule avant qu on ait fini!
451,1,0.0,0.0,"C est quoi ce service, je demande conseil aupres du chat et on me raccroche au nez, n importe quoi!!! C est comme ca que vous souhaitez attirer des clients, merci mais non merci, bonne journee, et je passerai le mot ne vous inquietez pas..."
452,0,0.0,1.0,tres professionnel
453,1,0.0,0.0,La discussion s est terminee sans reponse et sans savoir pourquoi !!
454,0,0.0,1.0,Besoin bien compris et virement effectuer rapidement. J espere que ce n etait pas que des paroles. A suivre
455,0,1.0,0.0,je n ai pas eu la reponse a ma demande
456,1,0.0,0.0,pas u de repose au bout de 10 min....
457,0,0.0,1.0,Merci Gaetan ! 
458,0,0.0,1.0,"reponse aux questions que je me pose sans avoir a chercher
"
459,0,1.0,0.0,Pas ouvrir un compte et le conseiller adresse pour une solution pas faisable.
460,0,1.0,0.0,"Conseiller froid, bonjour aurait ete le moindre des politesses. "
461,1,0.0,0.0,Besoin de repeter 4x les memes questions pour avoir une reponse precise...
462,1,0.0,0.0,"les conseillers ne connaissent pas les elements pour la constitution de dossier, comment faire alors???"
463,1,0.0,0.0,Le manque de reponse
464,0,1.0,0.0,"Le temps de reponse est relativement lent, et les reponses apportees assez vagues. Je n ai pas eu le sentiment d un effort particulier pour traiter ma demande. "
465,0,1.0,0.0,La reponse a la question etait precise
466,0,0.0,1.0,"RAS, la conseillere a pu acceder a ma demande et la traiter. "
467,1,0.0,0.0,Je n ai pas eu de reponse
468,0,0.0,1.0,Temps d attente long
469,0,0.0,1.0,tres rapide
470,0,0.0,1.0,precision
471,1,0.0,0.0,J ai pas eu de reponse a ma question et la chat s est terminee
472,1,0.0,0.0,J a attendu 7 minutes sans reponse !!
473,0,0.0,1.0,"Reponse rapide, claire et precise"
474,1,0.0,0.0,GRos probleme pour une ouverture de compte. Suivi client plus que neglige
475,1,0.0,0.0,Le conseiller ne reponds pas pourri votre service 
476,0,0.0,1.0,Merci Perrine et Sebastien ! 
477,0,0.0,1.0,Merci Sebastien et Perrine 
478,0,1.0,0.0,"Le conseiller a coupe la communication avant meme que je puisse lui repondre. C est plutot dommage pour etablir une communication, ne trouvez-vous pas ?"
479,0,1.0,0.0,le conseiller a couper alors que je lui poser une autre question.
480,0,0.0,1.0,"Rapide, efficace"
481,0,1.0,0.0,discours direct et clair
482,1,0.0,0.0,pas eu de reponse adaptee a ma demande
483,0,0.0,1.0,"J ai ete satisfait par les reponses precises apportees par le conseiller. Toutefois, je regrette la lenteur dans la communication !"
484,1,0.0,0.0,Je suis cliente Hello bank et j ai besoin d etre contactee rapidement concernant un credit immo. Vous m encouragez a voir ailleurs ce qui se passe
485,1,0.0,0.0,"Ma derniere question est restee sans reponse, et la conversation chat s est arretee."
486,0,0.0,1.0,M a donne une reponse satisfaisante et tres agreable
487,0,0.0,1.0,Clair et efficace
488,0,0.0,1.0,Reponse precises et claires du conseiller par CHAT. Impossibilite de gerer ses plafonds comme un adulte responsable.
489,1,0.0,0.0,"Plus de reponse, conversation terminee sans reponse..."
490,1,0.0,0.0,"On me demande de me connecter a mon compte et de recontacter par la suite sauf que je ne trouve pas le chat sur ma page !!
"
491,0,1.0,0.0,Je n ai pas eu le temps de voir la derniere reponse
492,1,0.0,0.0,toujours en attente d une reponse.pas du tout satisfait
493,0,1.0,0.0,Reponse rapide et claire
494,0,0.0,1.0,super banque
495,0,1.0,0.0,Il m a ete permis de pouvoir resoudre ma demande
496,0,1.0,0.0,Deconnexion trop rapide de votre conseiller avant la fin de la conversation! 
497,1,0.0,0.0,Je n ai pas la solution a mon probleme.
498,0,0.0,1.0,Merci beaucoup Kamel !! 
499,0,1.0,0.0,Merci
500,1,0.0,0.0,Vous demandez un premier versement trop important pour l ouverture d un courant pour un etudiant.
501,1,0.0,0.0,Je n ai eu aucune reponse
502,0,0.0,1.0,"Echange rapide et reactif, pas de perte de temps et le conseiller a tres bien compris et a vite resolu mon probleme"
503,1,0.0,0.0,Courrier RAR envoye il y a 10 jours et pas retrouve par vos services...Merci de lancer les recherches concernant celui qui vous a ete adresse par Mme Renee Beaucourt le 26 Septembre 2016.
504,0,0.0,1.0,Qualite de comprehension et de reponse
505,1,0.0,0.0,"dommage un peu decu d hello baank malgre mes frequentes reclamations non resolues a ce jour...
peut etre vais je devoir vous quitter?
a moins que......
merci

cdt

Dr Delnomdedieu"
506,1,0.0,0.0,Personne ne m a repondu sur le chat
507,0,1.0,0.0,"Bof, le conseiller m a demande d envoyer un mail a une adresse hello bank. Je ne comprends pas bien l interet du chat du coup... Il ne m a donne que peu de details."
508,1,0.0,0.0,pas de reponse et fermeture automatique du chat
509,0,0.0,1.0,tres bien merci
510,1,0.0,0.0,"Service client scandaleux et irrespectueux! Pas de reponse depuis plus de 6 mois! (je parle de Hello Bank, pas du conseiller en particulier)"
511,1,0.0,0.0,Je posais des questions au conseiller quand j ai un un ecran  la conversation est terminee  alors meme que je venais de poser une autre question.
512,1,0.0,0.0,Pas de reponses precises a mes questions
513,0,0.0,1.0,merci et en esperant que mon pb sera resolu absolument ce jour...mme delnomdedieu...3727778273
514,0,0.0,1.0,Une solution a ete trouvee a mon probleme 
515,0,1.0,0.0,"pas de reponse a mes questions, mon dossier est  en cours de traitement et de validation , mais je n en sais toujours pas plus malgre mes nombreuses relances.
Et mes 300? sont pourtant bien arrives sur mon compte hello bank ......"
516,0,1.0,0.0,"En fait je n ai pas vu les reponses que le conseiller a pu faire aux questions que je lui ai posees car j ai realise entre temps une simulation de pret.
Lorsque je suis revenu le chat etait termine.
dommage car je n ai pas mes reponses"
517,0,1.0,0.0,Un peu decu de ne pas pouvoir ouvrir de 2eme compte courant dedie a une activite individuelle non soumis a l obligation legal de Compte Professionel. 
518,1,0.0,0.0,reponse qui n avait rien avoir avec la question initiale
519,1,0.0,0.0,Je n ai pas eu le temps de poser toute mes questions. Je n ai en fait la reponse a aucune de mes questions!!!!!!
520,0,0.0,1.0,super sympa
521,0,0.0,1.0,Tres bien !
522,1,0.0,0.0,"On attend toujours l ouverture du compte, pas de nouvelle, pas de delai..."
523,0,0.0,1.0,Prise en charge rapide et reponse a mes questions
524,0,0.0,1.0,JE VAIS TRANSFERER MES COMPTES CHEZ VOUS 
525,0,0.0,1.0,"c est tres pratique de pouvoir le faire le soir, depuis chez soi."
526,1,0.0,0.0,Il n y a pas eu d echanges... Je n ai eu aucune reponse a ma question. La personne n a jamais repondu en 10mn !!!
527,0,0.0,1.0,"La reponse est positive , sera t-elle conforme au resultat ?"
528,1,0.0,0.0,Aucune aide
529,1,0.0,0.0,"Cela fait 2 fois que le chat et coupe, au moment ou j attendais une reponse du conseiller. Je suis tres decu.................."
530,0,1.0,0.0,"Nul, ce chat! C est toujours coupe en cours de questions et reponses. Repondez-moi sur ma messagerie."
531,0,0.0,1.0,bon retour merci
532,0,0.0,1.0,Reponse claire et rapide
533,1,0.0,0.0,pas de reponse et conversation cloturee !
534,1,0.0,0.0,Le conseiller a quitte la conversation avant meme d avoir fini
535,0,0.0,1.0,Reponses claires et precises
536,1,0.0,0.0,plus de 5 min d attente et aucune reponse du conseiller par tchat
537,0,1.0,0.0,Pas de reponse immediate (rappel sous 15 jours)
538,1,0.0,0.0,pas eu de reponse a ma question
539,0,1.0,0.0,Sebastien a su repondre a mon attente
540,1,0.0,0.0,pas de reponse !
541,1,0.0,0.0,le tchat a ete interrompu...sans doute un pb technique ?
542,1,0.0,0.0,pas de reponse recue
543,0,0.0,1.0,Reponse extremement rapide et tres pertinente ! 
544,0,0.0,1.0,merci pour votre reactivite
545,1,0.0,0.0,"Informations non precise sur l epargne.
Conseille pas tres a l ecoute de la demande et surtout CLOTURE de la conversation sans prevenir alors qu il n avit pas repondu a mes attentes."
546,0,1.0,0.0,Le chat s est ferme sans que je ne puisse avoir de reponse.
547,1,0.0,0.0,"Je n ai pas eu de reponse

Dommage"
548,0,1.0,0.0,"Je souhaitais obtenir un taux d emprunt comme sur les autres banques en ligne, mais il faut que j attende 8 jours qu un conseiller me rappelle."
549,0,1.0,0.0,"Nouveau client, je trouve que l impossibilite en l etat de creer ses propres categories de depenses ou recettes d une part et l absence de lien pour acceder directement au chat a partir de son espace personnel, d autre part, sont perfectibles. "
550,0,0.0,1.0,J ai eu des reponses a mes questions.
551,0,0.0,1.0,Conseiller comprehensif et reactif
552,0,0.0,1.0,Premiere demande et c est plutot tres positif
553,0,0.0,1.0,Clair et rapide.
554,1,0.0,0.0,"j  ai pas vu la reponse finale car me suis absent e, pas de reponse ni communication par mail possible 
1 semaine que mon argent a ...disparu !"
555,0,1.0,0.0,Le chat est ferme mais la conversation n est pas encore finie. Je ne sais pas si c est le conseiller qui a ferme ou si c est un bug.
556,0,1.0,0.0,"Le conseiller s est exprime sur des questions de residence fiscale qu il ne maitrisait pas vraiment, de plus, il avait l air irrite que je lui reponde."
557,1,0.0,0.0,Je n ai recu aucune reponse
558,0,0.0,1.0,merci
559,0,1.0,0.0,Le conseiller m a explique qu entre le moment de la demande et la reception de la carte (si tous les justificatifs sont Ok) il y a un delai de 15jours. J attendrais donc 15 jours.
560,0,0.0,1.0,ras
561,1,0.0,0.0,ourverture compte
562,0,1.0,0.0,Merci
563,0,0.0,1.0,"la signature ne marche que sur internet explorer
"
564,1,0.0,0.0,J ai eu personne!!
565,0,1.0,0.0,"aucun reel suivi sur l ouverture de compte, je suis decu"
566,1,0.0,0.0,"j ai pas eu de reponse!
"
567,0,1.0,0.0,Pas tout a fait complet comme reponse mais c est pas mal..
568,0,1.0,0.0,J ai du poser une question embarrassante: le chat s est arrete d un coup !!!!!!!!
569,0,0.0,1.0,"Bonjour,
Cet echange a permis de faire avancer le transfert de mon compte BNP vers HELLO BANK
Merci"
570,1,0.0,0.0,"le service se coupe sans pouvoir evoquer le probleme, quant au service telephonique il est cahotique"
571,0,1.0,0.0,"PAs de vraie solution propose par le conseille en fonction de ma situation, premier contact decevant."
572,0,0.0,1.0,"rapidite, pas besoin de rdv"
573,1,0.0,0.0,1semaine pour obtenir un relve bancaire je compte changer de banque merci !!!
574,0,0.0,1.0,"La reponse a la question a ete reactive, et claire. Je n etais par consequent pas bloque afin de determiner la suite que je devais donner a ma demarche"
575,0,0.0,1.0,il a repondu a mes attentes : rapidite et precision
576,1,0.0,0.0,Mon dossier n a toujours pas ete traite alors que ca fait 2 semaines que j ai fait la demande !
577,0,1.0,0.0,J?espere que la modification confirme par la conseillere va etre prise en compte
578,1,0.0,0.0,Aucune reponse a ma question 
579,1,0.0,0.0,Est-ce qu on peut me confirmer que le virement de 300? pour l ouverture d un compte courant est bien annule puisque ma demande a ete refusee !!! 
580,0,0.0,1.0,Demande traitee rapidement
581,0,0.0,1.0,Tres reactif dans le traitement de ma demande ! 
582,1,0.0,0.0,"La conversation a ete cloturee avant meme que je puisse noter le numero de telephone qui m a ete donne. Je voulais egalement demander les horaires auxquels joindre ce service, je n en ai pas eu le temps. "
583,1,0.0,0.0,j ai pose une question qui est restee sans reponse!
584,1,0.0,0.0,"impossible de contacter quelqu un qui pourrait / voudrait faire quelque chose. on a telephone, essaye le chat , ecrit un lettre avec pieces d identite. rien n est termine  correctement."
585,0,0.0,1.0,"Exceptionnel de reactivite et de pertinence, bravo et merci !"
586,0,0.0,1.0,"Reponse claire et precise 

"
587,0,0.0,1.0,tres efficace : 2 actions rapides se connecter avec mon identifiant et me rappeler au telephone merci Emilie
588,0,0.0,1.0,Conseillere tres reactive et des reponses pertinentes ! 
589,0,0.0,1.0,Ras
590,0,1.0,0.0,"J attendais une reponse du conseiller dont le dernier message etait:  Cependant, . XD on dirait qu on se fout de ma gueule ^^"
591,0,1.0,0.0,"Je suis satisfait par le conseil, mais pas du tout satisfait par les services offertes par HB"
592,0,1.0,0.0,VOS FORMULAIRES SONT NULS ET LA NAVIGATION SUR VOTRE SITE DEPLORABLE
593,1,0.0,0.0,"je lui ai demande le conseiller d attendre, et il a annule la conversation."
594,0,1.0,0.0,"Solution proposee, a voir si elle fonctionne."
595,0,1.0,0.0,la conversation s est terminee automatiquement
596,0,0.0,1.0,Rapide et efficace
597,1,0.0,0.0,il n  y a eu aucune reponse... du tout!
598,0,0.0,1.0,la conseilleire etait bien. mais c etait mon 3e essai... j espere que je vais finalment recevoir mon user ID...
599,0,1.0,0.0,"Ok, pour la reponse sur le fonctionnement de ma carte au Vietnam et la prise en compte de mon voyage, mais je n ai pas vu la reponse a ma demande sur les plafonds de retrait et de paiement"
600,1,0.0,0.0,"Catastrophique, aucune prise en consideration de mon cas et aucune solution apportee"
601,1,0.0,0.0,deplorable le chat a coupe sans reponse
602,1,0.0,0.0,"Je n ai pas trouve beaucoup d ecoute a ma demande et surtout, ma conversation a ete deconnectee alors que j etais en train de repondre !!!!"
603,0,1.0,0.0,"J ouvre un compte, j avais des questions, j ai envoye un chat...personne au bout..rien.."
604,0,0.0,1.0,"Ce n est pas cet echange  a proprement parle mais le fait que cela fait plusieurs fois que j interpelle hell bank sur le meme  probleme et que celui ci malgre les  promesses  faite sur les actions,  n avance pas."
605,1,0.0,0.0,Je n ai pas eu de retour sur mon probleme
606,0,0.0,1.0,efficace et rapide. Reste a confirmer ce qui a ete acte
607,0,1.0,0.0,depuis  la demande d ouverture pas moyen d avoir un interlocuteur unique    bcp de contacts sans aboutir     dde de piece confirmee non necessaire  et pas d action  mauvaise impression 
608,1,0.0,0.0,J ai pas recu reponses ponctuelles de tout.
609,0,1.0,0.0,"J appelle, apres 15min j ai enfin un conseiller, j explique mes problemes, le conseiller ne peux rien faire pour moi par telephone. il faut envoyer un message via le chat, qui lui aussi est tres long a repondre."
610,0,0.0,1.0,Aminata m a apporte des reponses claires et precises. Bravo! 
611,1,0.0,0.0,"on ne repond pas a mes questions et on coupe la fenetre de tchat ! super service!
"
612,0,0.0,1.0,Reponse rapide et claire
613,0,0.0,1.0,Tres bon contact et probleme solutionne ...
614,1,0.0,0.0,aucune reponse a mon probleme ouverture de compte ??????
615,1,0.0,0.0,aucune comprehension de ma demande de la part du conseiller
616,0,0.0,1.0,Rapidement et comprehension au top
617,0,1.0,0.0,Temps de reponse long et peu precis. 
618,0,0.0,1.0,Reponse immediate a ma question ! parfait ! Merci.
619,0,0.0,1.0,Rapide et courtois 
620,0,0.0,1.0,tres bien
621,0,1.0,0.0,Je n ai pas eu la reponse a ma question
622,0,0.0,1.0," malika  connais bien vos offres :)
"
623,0,1.0,0.0,reponse simple et directe
624,0,0.0,1.0,"Tres satisfaisant, reponse rapide a ma demande."
625,1,0.0,0.0,Conseiller a stoppe le chat sans raison
626,1,0.0,0.0,Je reviens sur la popup et  notre conversation est terminee . Je n ai pas pu lire la reponse du conseiller...
627,0,1.0,0.0, Relance effectuee par le conseiller . J attends d evaluer le reel impact sur l avancee du dossier.
628,1,0.0,0.0,On n a pas repondu a ma demande
629,0,0.0,1.0,tres clair et simple 
630,0,0.0,1.0,Tres bien MERCI
631,1,0.0,0.0,le conseiller a cloturer le tchat
632,1,0.0,0.0,"Je n ai pas eu la reponse a ma question....
"
633,0,0.0,1.0,Reponse claire 
634,0,0.0,1.0,je dois avoir 4 a 5 chats chaque fois pour avoir une bonne reponse...
635,1,0.0,0.0,euh y a personne
636,1,0.0,0.0,Le conseiller a coupe la conversation sans me repondre!
637,1,0.0,0.0,La conversation a ete coupee
638,1,0.0,0.0,Aucune reponse
639,1,0.0,0.0,"Aucune reponse du conseiller, j ai parle dans le vide."
640,0,0.0,1.0,"Clair et rapide
"
641,1,0.0,0.0,"Meme pas eu de contact, le chat s est termine tout seul."
642,0,1.0,0.0,Je n ai pas vu ou eu les reponses a mes questions !!! Conversation coupee
643,1,0.0,0.0,Ben j ai ete deconnecte AVANT d avoir une reponse !!!
644,0,1.0,0.0,"L echange ne me satisfait qu en partie. La solution restant a venir sous 10 jours, je ne pourrai dire que ans 10 jours si cet echange est totalement satisfaisant"
645,0,1.0,0.0,Le conseiller n a pas su repondre en details a mes questions ni m indiquer les demarches a effectuer.. 
646,1,0.0,0.0,"Aucune reponse a ma demande, tchat ferme sans raison"
647,0,0.0,1.0,reponse acquise et probleme resolu aussitot par le conseiller
648,0,1.0,0.0,Satisfait par la reponse apportee
649,0,0.0,1.0,top
650,1,0.0,0.0,la conversation a ete fermee immediatement apes avoir pose ma question
651,0,0.0,1.0,"non je suis tres content , c est une erreur"
652,0,1.0,0.0,Le conseiller n a ete d aucune aide et les pratiques de HELLO Bank en matiere de transfert de compte depuis la BNP sont tres limites et je vais en parler sur les forum !
653,0,0.0,1.0,"comprehension rapide, action rapide
"
654,0,1.0,0.0,"l echange via le chat est plus efficace que le celui via le mail ou par telephone. Ceci dit, mon probleme est toujours d actualite.
"
655,0,0.0,1.0,"Tres satisfaite du chat, mais decevant de voir qu une attestation officiel de mon fournisseur d energie ne convient pas face a une facture. Attestation acceptee partout ailleurs."
656,1,0.0,0.0,Je n ai meme pas vu de reponse ! le chat s est termine sans que je puisse avoir un retour 
657,0,1.0,0.0,"rapidite
"
658,1,0.0,0.0,Pas de reponse a ma question et conversation coupee en cours
659,1,0.0,0.0,Conversation terminee alors que je n ai meme pas pu terminer ma question
660,1,0.0,0.0,3 heures pour parler a un conseiller en ligne????? Ridicule. Vous voulez etre une banque en ligne..donnez vous les moyens de l etre et de concurrencer les vraies banques
661,0,0.0,1.0,merci a Emilie
662,0,0.0,1.0,La reactivite de David a ete parfaite
663,1,0.0,0.0,"Pas de reponse a ma question, raccrocher au nez!"
664,0,0.0,1.0,Parfait!
665,1,0.0,0.0,Echange parfaitement inutile. Conseillere incompetente qui n apporte aucune valeur ajoutee par rapport aux informations disponibles sur le site. Echange desagreable. Ca commence bien
666,0,0.0,1.0,rapide et reponse claire
667,1,0.0,0.0,"En realite ce n est pas l echange qui ne m a pas satisfait mais la reponse que j ai obtenu. Donc il faut avoir un revenu de 950? par mois au minimum alors que je suis mineur, soit deposer 5000?, mais vous etes dingues."
668,1,0.0,0.0,une reponse apres 5 min d attente qui ne reponds pas a la question. Je reprecise ma question et pas de nouvelle reponse apres 7 minutes
669,0,0.0,1.0,Reponse claire.
670,0,1.0,0.0,"Bonjour,
LE conseiller finalement nous reoriente vers le portail pour faire une simulation. Etant employe BNP, j aurais souhaite avoir des informations sur les offres et la renegociation de mon credit pour venir chez Hello BAnk."
671,1,0.0,0.0,attente plus de 5 mn puis deconnecte sans avoir eu la reponse...
672,1,0.0,0.0,"Manifestement, vos conseillers ne dispose pas d un manuel leur permettant de repondre a toutes questions... voila qui donne une bien mauvaise image de votre banque .
Chez vos concurrents, Boursorama et Fortuneo, on obtient des reponses..."
673,0,1.0,0.0,Reactivite et comprehensive. 
674,1,0.0,0.0,Aucune reponse
675,0,1.0,0.0,Conseiller tres agreable merci beaucoup
676,0,0.0,1.0,Reponses rapides et precises a toutes mes questions.
677,0,0.0,1.0,"reactivite, rapidite de traitement, probleme resolu et rapidement, merci"
678,0,0.0,1.0,TRES SATISFAIT
679,0,0.0,1.0,rapidite de la reponse
680,1,0.0,0.0,coupe le tchat alors que j etait entrain d ecrire 
681,1,0.0,0.0,Aucune reponse efficasse et delais de traitement beaucoup trop long 
682,1,0.0,0.0,Comme d habitude reponse non adapte et chat cloture sans reponse 
683,1,0.0,0.0,je n ai pas eu de reponse
684,0,0.0,1.0,Ma demande a ete traite rapidement
685,0,0.0,1.0,"reponse claire, nette et precise.....le top quoi!!!!!"
686,0,1.0,0.0,tres difficle de trouver le site de chat sur le site
687,0,1.0,0.0,"Beaucoup trop long, 45 mn, pour traiter les deux petits points en question lors de ce chat"
688,0,1.0,0.0,"Mon probleme n est pas resolu. Je vais envoyer pour la enieme fois des pieces justificatives a l adresse mail fournie en esperant que cette fois, lorsque vous me repondrez dans 15 jours, le dossier vous satisfera enfin."
689,0,1.0,0.0,Trop long
690,1,0.0,0.0,conversation coupe et pas de reponse
691,0,0.0,1.0,ma demande a ete pris en compte et rapidement
692,0,1.0,0.0,manque de precision
693,0,0.0,1.0,L information que je cherchait m a ete communiquee
694,0,1.0,0.0,j ai eu ma reponse
695,0,0.0,1.0,L echange avec le conseiller m a permis d avoir des infos que je ne trouvais pas. 
696,1,0.0,0.0,"Si c est pour me dire qu on ne peut rien faire, je ne comprends pas a quoi sert ce service"
697,1,0.0,0.0,"4 eme envoi d un justificatif de domicile toujours pas valide. trop long et lourd
"
698,0,0.0,1.0,reponse precise
699,0,0.0,1.0,La courtoise et le professionnalisme de Mr Yohan
700,0,1.0,0.0,pres de 15 minutes pour repondre au premier message et proposer une simple relance.
701,0,0.0,1.0,mise en place d un virement. claire et rapide
702,0,0.0,1.0,Merci pour votre professionnalisme :) 
703,1,0.0,0.0,"manque de respect, vous couper la conversation alors que vous avez meme pas repondu a ma question, bravo"
704,0,0.0,1.0,Reponse rapide a des questions precises
705,1,0.0,0.0,"On m a laisse plante la a parler dans le vide. Lamentable et execrable comme service! Tres tres loin de la politique de satisfaction du client. Si vous n etes pas capables d assurer un tel service, ne le proposez pas.  "
706,0,0.0,1.0,Rapide
707,0,1.0,0.0,"Le lien est donne pour trouver la reponse mais pas la reponse en elle meme
Il serait plus simple d avoir une reponse claire directement"
708,0,1.0,0.0,Arnaque de votre part
709,0,0.0,1.0,toutes mes reponse a mes questions
710,0,0.0,1.0,Gilles a ete tres rapide et tres efficace dans ma demande
711,1,0.0,0.0,Je n ai pas pu avoir d infos sur les produits de la banque parce que je ne suis pas encore cliente! Comment luis-je ouvrir un compte sans avoir une comprehension des produits offerts par la banque? Merci
712,0,0.0,1.0,"reponse claire, dommage qu on ne puisse pas donner de delai"
713,1,0.0,0.0,Je n ai pas vu la reponse du conseiller on m a directement demande de laisser un avis.
714,0,0.0,1.0,"conseillere cooperative, et qui a compris rapidement mon besoin.
la seule qui a pu debloquer mon probleme"
715,0,1.0,0.0,difficile de joindre le conseiller
716,0,0.0,1.0,"Parfait, rapide et efficace, repond a la question, rien de plus pratique. "
717,0,1.0,0.0,Dialogue OK mais temps perdu. Aucun pouvoir du conseiller pour effectuer une reel action (que de l information).
